date,quality,weave,quantity,composition,status,_id,rate,agentName,customerName
2024-09-29T02:16:42Z,Primium,Plain,450m,20%,Confirmed,0883883e12a4428ca7a5dee5,404,Mukilan,Smith
2024-09-18T23:04:41Z,Primium,Linen,120m,Polyester 80%,Pending,339a48ab15334e68939c4c23,65,Sowmiya,qilyze
2024-09-20T11:51:22Z,Primium,Satin,300,20%,Pending,16233463e027450ba8be09fe,231,Sowmiya,Ravi
2024-09-25T15:51:49Z,Primium,Linen,1000,20%,Cancelled,83c908a295914e35a86f85b2,54,Sowmiya,Ravi
2024-09-13T15:41:21Z,Primium,Satin,120m,Polyester 80%,Pending,d4bf04d297894f1296d15eb2,420,Sowmiya,qilyze
2024-09-20T14:26:38Z,Economy,Linen,1000,20%,Cancelled,3dc8155d481842d6a66f6ff4,420,Priya,Jhon
2024-09-24T08:51:44Z,Stand,Twill,120m,Linen 100%,Pending,5fd4e777efd14b6985453c19,65,Karthik,Smith
2024-09-29T04:23:42Z,Primium,Satin,500,20%,Confirmed,c78210adddc04d7ab768c577,176,Karthik,qilyze
2024-09-04T08:22:25Z,Stand,Linen,300,Linen 100%,Confirmed,af5013cd5b5d41bf930b0ecf,93,Sowmiya,Alice
2024-09-06T02:18:01Z,Stand,Twill,300,Cotton 40%,Pending,6e892926747e4b09961a2a08,231,Sowmiya,Jhon
2024-09-01T05:27:01Z,Primium,Linen,500,Cotton 40%,Confirmed,f9fdfd3cd4ab4570a29a1f9d,231,Priya,Jhon
2024-09-04T22:26:24Z,Economy,Twill,300,Cotton 40%,Pending,b90e8dbd9df041d48a07165e,464,Mukilan,Ravi
2024-09-01T19:26:02Z,Stand,Linen,1000,Cotton 60%,Cancelled,3272724c93854a9290941c48,171,Mukilan,Alice
2024-09-25T00:31:55Z,Economy,Plain,300,Cotton 60%,Pending,b08ca938a1094efc92e257c0,404,Priya,qilyze
2024-09-19T08:58:36Z,Primium,Twill,500,Cotton 60%,Confirmed,b8c47c98e6e84b2ca0854770,93,Mukilan,Alice
2024-09-30T00:23:33Z,Economy,Satin,700m,Cotton 40%,Cancelled,ddb33dba7d5b476da5526bcc,420,Mukilan,qilyze
2024-09-29T11:35:51Z,Stand,Linen,120m,Polyester 80%,Pending,d5376ef29f21482db17bcc40,171,Priya,Smith
2024-09-27T14:03:05Z,Primium,Linen,500,Cotton 60%,Cancelled,249b869653164c02bacc3890,93,Priya,qilyze
2024-09-16T16:53:54Z,Economy,Plain,500,Linen 100%,Cancelled,025f9b7d00e34001b1c35051,93,Mukilan,qilyze
2024-09-20T11:04:28Z,Primium,Satin,450m,Polyester 80%,Confirmed,bad4b67c70cd499fb8d6e59d,464,Mukilan,Alice
2024-09-26T03:25:38Z,Stand,Twill,450m,Polyester 80%,Cancelled,87e48d4488fa453c8f28dfd8,367,Priya,Smith
2024-09-28T05:59:39Z,Stand,Linen,450m,Linen 100%,Pending,8c73d9fcb3aa4b69a82e3b06,65,Sowmiya,Smith
2024-09-21T21:17:27Z,Economy,Plain,700m,20%,Pending,09a768b489a048349cdf0fa2,420,Karthik,Ravi
2024-09-05T11:35:52Z,Economy,Twill,700m,Linen 100%,Confirmed,0b511e641c3241e0b4330d07,367,Mukilan,Jhon
2024-09-16T09:05:33Z,Stand,Plain,700m,Linen 100%,Pending,3f4ebc7c583d42f9b491bddc,171,Sowmiya,Smith
2024-09-10T23:41:04Z,Economy,Linen,500,Cotton 40%,Cancelled,0e0df62fe9c14906be1b4151,65,Mukilan,Ravi
2024-09-18T19:20:31Z,Economy,Linen,450m,Linen 100%,Pending,d62572fa4cb0493e9de41c47,65,Mukilan,Jhon
2024-09-15T03:28:55Z,Stand,Satin,300,Polyester 80%,Cancelled,34a3017f3c294c469adbe6cc,367,Karthik,Jhon
2024-09-28T05:21:16Z,Stand,Plain,1000,20%,Cancelled,b4ba0b5bb6c942a5827cff7a,54,Mukilan,Ravi
2024-09-02T12:43:54Z,Primium,Linen,300,20%,Confirmed,96cf3e85a46546e6ad86f322,231,Priya,Jhon
2024-09-26T22:01:26Z,Economy,Plain,700m,Cotton 60%,Cancelled,53f529f2f0fa43b882353dba,65,Sowmiya,Smith
2024-09-22T06:02:04Z,Primium,Linen,500,Linen 100%,Confirmed,f57d84581d3c4320abdd8fff,420,Mukilan,Ravi
2024-10-03T16:35:32Z,Primium,Linen,700m,Cotton 40%,Pending,a841f4e1b1e848d9a7c013d6,231,Mukilan,Ravi
2024-10-24T18:51:49Z,Economy,Plain,450m,20%,Pending,aecc837807524368a0d353b1,176,Mukilan,Alice
2024-10-26T17:49:27Z,Primium,Linen,450m,Linen 100%,Cancelled,9485d8d65f534b7492c6ccc9,93,Karthik,Ravi
2024-10-08T02:31:42Z,Stand,Plain,500,Polyester 80%,Cancelled,43c95674a6f34cb5ab763faa,171,Sowmiya,Smith
2024-10-27T21:54:04Z,Economy,Plain,300,Polyester 80%,Confirmed,41c96b0352f6430d82fcb9b7,65,Karthik,Alice
2024-10-03T04:18:16Z,Economy,Linen,1000,20%,Pending,814bc602b98b4b5ba0e7cd7d,464,Karthik,Jhon
2024-10-13T09:14:51Z,Stand,Plain,450m,Polyester 80%,Cancelled,12386a2484b14808b784e1dc,171,Sowmiya,qilyze
2024-10-22T21:29:48Z,Primium,Twill,120m,Polyester 80%,Confirmed,8bef80ea4a2a4206a87c7f3e,54,Sowmiya,Smith
2024-10-29T15:22:40Z,Primium,Plain,1000,Cotton 60%,Cancelled,2eb449629f3d43bfbb0bc400,93,Mukilan,Jhon
2024-10-31T06:55:24Z,Stand,Linen,450m,Cotton 40%,Confirmed,7b08c17ddf694ea48978dc46,171,Karthik,qilyze
2024-10-27T08:12:01Z,Economy,Linen,500,Polyester 80%,Pending,642441671a5e43198d88e529,367,Mukilan,Jhon
2024-10-03T10:32:46Z,Primium,Twill,450m,Cotton 60%,Pending,9c0839dda3e34141bbe9927e,367,Sowmiya,Alice
2024-10-07T07:06:21Z,Stand,Plain,300,Polyester 80%,Confirmed,0f9389bea54d4f888e22e751,171,Karthik,Jhon
2024-10-13T11:17:44Z,Primium,Twill,450m,Cotton 40%,Confirmed,80f9475303154aacb1407424,231,Priya,Ravi
2024-10-19T11:02:27Z,Stand,Satin,500,20%,Cancelled,a76375c24d1141788230d4fb,464,Priya,Smith
2024-10-09T18:27:28Z,Stand,Plain,700m,Linen 100%,Confirmed,2dc7500fe5c64a51a1f8a2db,93,Sowmiya,Jhon
2024-10-29T20:57:09Z,Primium,Twill,700m,20%,Pending,3a97f7bd28004d919da0dda5,464,Priya,Alice
2024-10-22T05:36:57Z,Stand,Linen,120m,Polyester 80%,Pending,6100d672f6404eb7b60741fd,404,Priya,Ravi
2024-10-17T07:27:04Z,Stand,Plain,120m,Polyester 80%,Pending,b7d5d9a827964f69ae768178,420,Karthik,qilyze
2024-10-14T09:53:04Z,Primium,Twill,450m,Cotton 60%,Confirmed,a245eaaf15ea4614bd6ad68a,54,Mukilan,Smith
2024-10-27T06:06:27Z,Stand,Satin,1000,Linen 100%,Pending,5fde2cad339b41eabbb86583,65,Priya,qilyze
2024-10-03T07:04:17Z,Economy,Linen,500,Linen 100%,Pending,864d010d0a9348f2a9776b37,176,Karthik,Jhon
2024-10-13T22:46:07Z,Stand,Satin,500,Polyester 80%,Pending,00f07e490326453f9345aa68,231,Sowmiya,qilyze
2024-10-07T15:43:29Z,Economy,Satin,300,Cotton 60%,Cancelled,10c1b1c5955b483d9d0e7924,420,Priya,qilyze
2024-10-14T20:34:56Z,Primium,Plain,450m,20%,Cancelled,08c7e01c9ee54024bbbda49b,176,Sowmiya,Alice
2024-10-10T22:24:48Z,Economy,Plain,300,Polyester 80%,Cancelled,2c0a536d3687450e9da091fc,176,Mukilan,Jhon
2024-10-06T17:59:17Z,Primium,Twill,500,20%,Cancelled,2895bfe0b5ff45d682dd085b,171,Sowmiya,Jhon
2024-10-17T21:11:03Z,Primium,Satin,300,Linen 100%,Cancelled,cd94dd92d73c4ded8b2edcda,176,Priya,Smith
2024-10-15T11:59:11Z,Primium,Satin,500,20%,Confirmed,76428191ed6e46eb88f026ab,176,Karthik,Ravi
2024-10-18T03:24:30Z,Primium,Linen,300,Linen 100%,Pending,e7ccfd76aef54c87a65cd7c3,176,Priya,Jhon
2024-10-17T03:45:24Z,Primium,Linen,700m,Linen 100%,Cancelled,cdff873b0dea4c35be45d055,171,Karthik,Jhon
2024-10-19T12:47:25Z,Primium,Twill,120m,Linen 100%,Cancelled,cc287fbeade647398ba2df49,54,Priya,Ravi
2024-10-06T11:36:13Z,Stand,Twill,500,Cotton 40%,Cancelled,abce020cf1464547b74113a7,404,Priya,Smith
2024-10-19T05:54:26Z,Primium,Plain,120m,Cotton 40%,Cancelled,a2464deeb1cd45c1a9f3ccf7,420,Mukilan,Jhon
2024-10-01T21:39:56Z,Economy,Plain,120m,Polyester 80%,Cancelled,aa8e88a8dcdb44e780b5cbf4,93,Mukilan,Alice
2024-10-21T09:54:34Z,Economy,Twill,300,Cotton 60%,Cancelled,fb2d78bb6fc341e394ea44e0,93,Sowmiya,Alice
2024-10-08T12:37:39Z,Stand,Satin,700m,Polyester 80%,Cancelled,fb8ca6f5b01c4a10aa15459c,420,Sowmiya,Ravi
2024-10-23T05:54:43Z,Economy,Satin,500,Polyester 80%,Pending,1dfb726edac44fc69727661a,464,Mukilan,Ravi
2024-10-07T22:45:59Z,Primium,Twill,450m,Cotton 40%,Pending,405d9167947a435386d20e01,171,Priya,Smith
2024-10-09T09:48:33Z,Economy,Plain,1000,Linen 100%,Pending,5d47afcc7050460d8d780fb9,65,Mukilan,Smith
2024-10-06T07:24:33Z,Economy,Satin,300,Polyester 80%,Confirmed,524fd447514a40d188c4d5b3,404,Karthik,Smith
2024-10-13T10:12:48Z,Economy,Plain,500,Cotton 60%,Confirmed,647fc545d0b5405d9748315d,231,Mukilan,Smith
2024-10-19T23:12:30Z,Stand,Plain,500,Cotton 60%,Cancelled,45be508d5d1c4a3a8145c87d,171,Priya,Smith
2024-10-11T09:22:42Z,Economy,Twill,700m,Polyester 80%,Pending,4657dcd86b204963b86eed0b,176,Karthik,Jhon
2024-10-21T19:20:42Z,Economy,Linen,450m,20%,Confirmed,70ffbb359a3048b89237c705,54,Mukilan,Smith
2024-10-15T18:06:08Z,Primium,Linen,300,Cotton 40%,Cancelled,5b1dc7bbcc32483e91f5f196,93,Mukilan,qilyze
2024-10-28T15:45:31Z,Primium,Satin,120m,Cotton 60%,Pending,576a77b43a7e477ead2433db,404,Priya,Ravi
2024-10-11T03:12:46Z,Primium,Twill,700m,Cotton 40%,Pending,d3240ecba138474ab3b9c99e,231,Sowmiya,Smith
2024-10-13T08:28:08Z,Economy,Plain,500,Cotton 40%,Cancelled,39b7bf2f917d46f38707de34,171,Karthik,Smith
2024-10-16T06:54:36Z,Stand,Satin,1000,Linen 100%,Pending,774d70d9fbfe40009d8ed84f,464,Mukilan,Jhon
2024-11-05T20:00:48Z,Primium,Linen,700m,Cotton 40%,Pending,e99bb77d7f9047f19c377484,176,Karthik,Ravi
2024-11-24T23:06:02Z,Economy,Linen,500,Cotton 40%,Confirmed,b4a27c81e63b46ce94501370,93,Mukilan,Smith
2024-11-01T11:13:09Z,Primium,Satin,1000,Cotton 40%,Confirmed,f1cd13b666694d1ea405cb98,171,Karthik,Ravi
2024-11-04T03:59:26Z,Economy,Linen,700m,Linen 100%,Confirmed,a53b53e448c04fcbb979a105,171,Priya,Ravi
2024-11-30T07:45:11Z,Stand,Satin,300,Cotton 40%,Confirmed,62f17f48b6324eb3b2384d08,176,Karthik,Ravi
2024-11-19T00:25:19Z,Primium,Satin,120m,Cotton 60%,Cancelled,2ccbab461b4242a8b8f30d52,464,Mukilan,qilyze
2024-11-11T17:14:47Z,Primium,Satin,450m,Linen 100%,Confirmed,8aac1d8e595e4e1499b5a6c0,420,Sowmiya,Jhon
2024-11-29T09:55:09Z,Stand,Plain,700m,Cotton 40%,Cancelled,243faadf1af04817adbd842a,93,Mukilan,Smith
2024-11-24T21:08:26Z,Primium,Plain,120m,Cotton 40%,Cancelled,db1022eb21524d7eb95f7c75,176,Mukilan,Jhon
2024-11-20T06:16:36Z,Economy,Twill,120m,20%,Cancelled,c98feffae25043c18d59c3b4,171,Mukilan,Smith
2024-11-17T15:08:09Z,Primium,Plain,500,Linen 100%,Confirmed,8c7a70b671da4565b86188fc,464,Mukilan,qilyze
2024-11-02T16:35:04Z,Primium,Twill,500,Cotton 60%,Cancelled,bceae0ad8f764c719c293fd8,420,Mukilan,Smith
2024-11-13T04:20:38Z,Stand,Satin,450m,Cotton 60%,Pending,8dcd5c48f5d44ffe80aa1cf6,404,Mukilan,Ravi
2024-11-19T02:12:00Z,Stand,Linen,500,20%,Pending,946a9fa4f5734a61a3547d03,420,Mukilan,Smith
2024-11-08T19:04:18Z,Primium,Twill,300,Linen 100%,Confirmed,ebcab749baaa4289a91bd054,231,Mukilan,qilyze
2024-11-27T22:32:39Z,Primium,Plain,120m,20%,Cancelled,05bfb6f5c469490681240de5,54,Karthik,Ravi
2024-11-13T21:12:43Z,Stand,Satin,450m,Polyester 80%,Cancelled,0a8cf752d26a49fbb2ec69c7,231,Sowmiya,Smith
2024-11-21T08:36:07Z,Economy,Plain,1000,Polyester 80%,Confirmed,5ce17d9c35604a69b8890bef,464,Sowmiya,Ravi
2024-11-23T02:24:58Z,Economy,Satin,500,Polyester 80%,Confirmed,d3c6dd77c3344161b5022254,54,Karthik,Ravi
2024-11-17T16:30:26Z,Primium,Plain,300,20%,Confirmed,a2e72bea1f734fb4a952a334,176,Priya,Alice
2024-11-10T13:03:43Z,Economy,Plain,500,Cotton 60%,Cancelled,dc740d050a66490e928e35f1,367,Sowmiya,qilyze
2024-11-17T21:00:13Z,Stand,Satin,300,Polyester 80%,Cancelled,860ff6aa9ff54d15a27f67bc,420,Priya,Jhon
2024-11-09T15:19:03Z,Stand,Satin,120m,Polyester 80%,Cancelled,93b8dd2d2ccf428bb6961e91,404,Sowmiya,Jhon
2024-11-10T03:35:47Z,Economy,Satin,450m,20%,Cancelled,e51737b4e14943ae8a490852,404,Priya,Jhon
2024-11-28T08:52:36Z,Economy,Twill,700m,Linen 100%,Confirmed,152195e45dc944febe7cac81,65,Priya,Jhon
2024-11-13T13:38:10Z,Stand,Twill,1000,Polyester 80%,Pending,1286cc1bf1f94755ba9a6946,93,Karthik,Ravi
2024-11-27T17:32:47Z,Primium,Twill,450m,Linen 100%,Cancelled,13b9cc3a7d6842fe8fe431eb,420,Karthik,qilyze
2024-11-21T06:04:02Z,Economy,Twill,450m,Linen 100%,Confirmed,75279cf50c4d40a9a50c93b4,367,Mukilan,qilyze
2024-11-21T04:09:40Z,Stand,Plain,450m,Cotton 40%,Pending,0e09cce99e304b178d369441,171,Priya,Smith
2024-11-02T13:12:28Z,Stand,Linen,1000,Cotton 60%,Cancelled,dc6efc87e9f44169a77b016c,176,Mukilan,qilyze
2024-11-07T11:29:00Z,Economy,Linen,450m,Linen 100%,Pending,b35a5600bbc048549dbbfcc4,93,Sowmiya,Smith
2024-11-26T11:26:07Z,Primium,Plain,300,Polyester 80%,Cancelled,52438d0d3dc14eff8fc27d2b,404,Sowmiya,qilyze
2024-11-05T11:53:45Z,Stand,Plain,500,Cotton 40%,Confirmed,eef39c6e67954ecb971e0339,176,Sowmiya,Smith
2024-11-13T18:18:40Z,Stand,Linen,450m,Cotton 40%,Pending,c6d2ae955cb04f42944c5467,93,Priya,Smith
2024-11-14T00:38:33Z,Stand,Satin,450m,Cotton 60%,Cancelled,d0c02ebcf49f4a5590068585,65,Mukilan,qilyze
2024-11-21T12:20:09Z,Stand,Linen,700m,Cotton 60%,Pending,8a4f98847ec248f2afb66c41,420,Priya,Ravi
2024-11-06T17:33:54Z,Stand,Satin,500,Cotton 40%,Cancelled,5bd3f016b0db442e88c73435,54,Mukilan,qilyze
2024-11-22T05:11:48Z,Stand,Plain,300,20%,Pending,18d8b11c6d22471ea8429765,231,Karthik,Smith
2024-11-25T16:51:22Z,Stand,Linen,120m,Cotton 40%,Confirmed,be78291f7b3440e28febfb05,367,Karthik,Smith
2024-11-12T21:23:52Z,Economy,Plain,450m,Polyester 80%,Pending,171985e11043467db680af1c,176,Karthik,Ravi
2024-11-05T10:19:59Z,Stand,Linen,1000,Cotton 40%,Pending,5ce7d9f34bb54a8ea7f5ce91,176,Priya,qilyze
2024-11-19T10:56:21Z,Economy,Satin,450m,Cotton 40%,Confirmed,77f2d284b1e94aaf913d3cdb,93,Priya,qilyze
2024-11-03T19:29:46Z,Stand,Twill,500,Cotton 40%,Cancelled,564f2f8b26c24b20baaa6fd6,231,Sowmiya,qilyze
2024-11-10T04:17:20Z,Primium,Linen,500,Cotton 40%,Pending,adffcbcd88a4450c86cd233d,420,Sowmiya,Ravi
2024-11-10T11:18:37Z,Economy,Satin,120m,Cotton 40%,Pending,84d99d6db9ae448b98404b9f,171,Sowmiya,Jhon
2024-11-11T03:41:19Z,Economy,Twill,500,Cotton 40%,Cancelled,ff7ecc1aea07491b903021c0,54,Priya,Jhon
2024-11-01T18:45:34Z,Economy,Satin,120m,Linen 100%,Cancelled,8b4b9ff237fa4a7292c09ebf,420,Mukilan,Alice
2024-11-29T11:40:45Z,Stand,Plain,500,Cotton 40%,Pending,7683ae96c5a0437096c4c4d6,93,Karthik,Alice
2024-11-23T01:05:04Z,Stand,Plain,500,Cotton 40%,Cancelled,b0225d0dd53b477d8be183b0,93,Sowmiya,Alice
2024-11-04T17:42:15Z,Stand,Twill,1000,Polyester 80%,Confirmed,01d67587fb1a4973a6dff4d5,176,Karthik,qilyze
2024-12-17T12:21:00Z,Economy,Twill,450m,Linen 100%,Pending,9d493351a7174fffbbd7f4ac,464,Priya,Jhon
2024-12-18T10:57:34Z,Economy,Twill,120m,20%,Pending,df5590eddbc9473f88d22c60,93,Mukilan,qilyze
2024-12-03T00:22:23Z,Stand,Twill,1000,Polyester 80%,Pending,4ac0a2ffa20a4efbb271a4fb,54,Priya,Alice
2024-12-09T02:27:15Z,Economy,Plain,700m,Cotton 40%,Confirmed,dff9219022644873aac7b4f0,171,Sowmiya,Smith
2024-12-14T20:30:55Z,Economy,Linen,120m,Cotton 40%,Confirmed,d188887085e446a68c4972c5,176,Sowmiya,Ravi
2024-12-30T19:54:08Z,Stand,Satin,700m,Cotton 60%,Confirmed,cbe633357b7f4f44ad5fe5c4,93,Sowmiya,Alice
2024-12-22T00:00:06Z,Stand,Twill,500,Linen 100%,Pending,2d3186afe16e49f193692e1b,367,Sowmiya,Ravi
2024-12-19T03:56:03Z,Economy,Twill,450m,Cotton 60%,Cancelled,33d858678def4e989a5c934c,176,Priya,Jhon
2024-12-18T10:06:53Z,Primium,Twill,500,Cotton 40%,Pending,8f1042df05f44f508cc827e9,231,Mukilan,qilyze
2024-12-27T11:43:13Z,Primium,Plain,1000,20%,Cancelled,5eca45b2a0094d43b3d54815,367,Priya,qilyze
2024-12-17T11:12:02Z,Primium,Plain,450m,20%,Cancelled,11065da78f17484cbf28056e,464,Sowmiya,Smith
2024-12-07T20:50:43Z,Stand,Plain,700m,Polyester 80%,Confirmed,7cc3dda0b1324125b5a31c93,171,Mukilan,Smith
2024-12-27T05:55:34Z,Stand,Plain,300,Cotton 40%,Pending,238779b42d9b4bee922c197b,367,Priya,qilyze
2024-12-26T04:54:24Z,Stand,Twill,120m,Polyester 80%,Cancelled,13f9028d39304411a199d47e,176,Karthik,Alice
2024-12-07T06:38:44Z,Stand,Twill,500,Cotton 60%,Pending,4e7de7e3a6ba4613a58a24cf,176,Priya,qilyze
2024-12-11T03:10:14Z,Stand,Linen,500,Linen 100%,Cancelled,fb31dc6ac7864484992b5272,367,Mukilan,Smith
2024-12-08T01:05:44Z,Stand,Plain,300,20%,Pending,6038423ee17046e99e5e6e6a,54,Mukilan,Alice
2024-12-12T12:11:51Z,Stand,Satin,300,Linen 100%,Pending,5cfa4a0fd02f4d10b10dc99d,404,Mukilan,Alice
2024-12-10T17:41:51Z,Stand,Plain,700m,Cotton 60%,Pending,e8996cc2222d4afea4f95c50,93,Mukilan,Alice
2024-12-31T00:42:56Z,Stand,Plain,500,Cotton 40%,Cancelled,e8f9d9bf717e4a9098fe766b,231,Karthik,Alice
2024-12-15T18:10:32Z,Stand,Satin,120m,Linen 100%,Pending,ce6a826152d74170a208561d,404,Karthik,Jhon
2024-12-03T20:58:29Z,Stand,Plain,120m,Linen 100%,Confirmed,128facf3029d444a9206f616,176,Mukilan,Alice
2024-12-22T18:25:32Z,Economy,Satin,300,Cotton 40%,Confirmed,255acc39f08b4bd4bfe7bb33,54,Sowmiya,Jhon
2024-12-26T22:01:34Z,Stand,Linen,700m,Linen 100%,Cancelled,0d30cbc28e2a4996a99e96f2,404,Priya,Jhon
2024-12-14T11:54:45Z,Primium,Linen,300,Cotton 40%,Pending,987f81a374d045ada622d243,464,Karthik,Smith
2024-12-27T06:22:10Z,Primium,Twill,120m,20%,Pending,6afe8030da3545a8951f93e6,93,Karthik,Alice
2024-12-13T23:42:45Z,Stand,Linen,300,20%,Confirmed,a6de33460f784ec5979be719,54,Karthik,Smith
2024-12-07T03:32:37Z,Stand,Plain,700m,Cotton 60%,Confirmed,31f1b56fed4a4b0a86568d62,464,Mukilan,Ravi
2024-12-31T14:49:23Z,Economy,Plain,120m,Linen 100%,Cancelled,90abccb6e5184ded995a6107,93,Priya,Jhon
2024-12-13T09:36:42Z,Primium,Linen,450m,20%,Cancelled,8c196bf480754e5d96448fcc,54,Mukilan,Alice
2024-12-13T05:02:36Z,Primium,Plain,500,Linen 100%,Pending,321e7b1fda5e43f18a0a4b8d,404,Sowmiya,Alice
2024-12-30T04:50:05Z,Stand,Plain,120m,Cotton 60%,Confirmed,b279a7dfc5534db2b4ce296d,231,Karthik,Jhon
2024-12-07T04:01:07Z,Stand,Satin,450m,Cotton 40%,Pending,33929dfa345548bb8a034205,231,Mukilan,Jhon
2024-12-14T13:18:55Z,Economy,Plain,700m,Cotton 40%,Confirmed,402094e3072c44cab0c9f532,420,Sowmiya,Ravi
2024-12-05T22:50:04Z,Primium,Twill,500,Cotton 60%,Cancelled,564a9bd6f11447338fb6c661,231,Priya,Smith
2024-12-30T07:02:50Z,Stand,Linen,300,Linen 100%,Cancelled,defb5010ae034f3098854c66,420,Mukilan,Alice
2024-12-15T04:15:47Z,Primium,Plain,700m,Cotton 40%,Cancelled,9194792b7d2649c595db13e1,93,Priya,Smith
2024-12-09T15:18:32Z,Economy,Satin,450m,Cotton 40%,Confirmed,bebadedf5f1743cebf966319,404,Priya,Smith
2024-12-27T18:07:54Z,Primium,Plain,1000,20%,Confirmed,7d71ac6879ce451ab0619c1f,404,Mukilan,Alice
2024-12-14T10:11:19Z,Primium,Satin,1000,20%,Pending,d8d6c68ef85a46ef9cc83a6f,65,Priya,Smith
2024-12-27T14:58:16Z,Stand,Satin,450m,20%,Cancelled,9ef0d884842542fbadbd0f46,404,Karthik,Jhon
2024-12-24T00:34:29Z,Stand,Plain,700m,Cotton 60%,Confirmed,235e7333618a4bcab742dc77,93,Karthik,Jhon
2024-12-06T07:30:38Z,Economy,Satin,450m,Cotton 40%,Cancelled,cafcd73277894463a2f70d8d,367,Mukilan,Jhon
2024-12-24T00:31:09Z,Primium,Linen,1000,Linen 100%,Confirmed,21569452d9b94a1d90ea7561,176,Karthik,Ravi
2024-12-30T03:42:46Z,Economy,Linen,700m,Cotton 60%,Confirmed,aa8dc40c29234cdf8ee757e7,65,Priya,qilyze
2024-12-02T00:05:54Z,Economy,Plain,300,Cotton 40%,Pending,62c0f5053f6748f9a6419038,171,Karthik,Alice
2024-12-25T14:35:07Z,Primium,Plain,700m,Linen 100%,Pending,c061d7ddeb7d4554b41cf7ba,171,Mukilan,Smith
2024-12-08T22:28:09Z,Primium,Plain,300,Linen 100%,Cancelled,7a63d8d5f941477a9e1e537e,367,Mukilan,Smith
2024-12-24T04:59:22Z,Economy,Linen,700m,Linen 100%,Pending,30aad3d541514cc7a4e2e4be,171,Karthik,Ravi
2024-12-25T03:01:40Z,Economy,Twill,500,20%,Pending,fcf4a54265a94f2d89d56ee6,171,Sowmiya,Jhon

2025-01-20T00:55:24Z,Economy,Linen,120m,Polyester 80%,Confirmed,28a22d23f1e74dd4b0a2abf3,65,Sowmiya,Alice
2025-01-29T23:13:03Z,Economy,Twill,700m,Cotton 40%,Confirmed,962b6f24dd164f7db3ba286c,404,Priya,Alice
2025-01-09T02:44:55Z,Economy,Twill,120m,Polyester 80%,Pending,348c02d1def544d7a10aafc7,420,Mukilan,Jhon
2025-01-13T01:30:00Z,Stand,Twill,700m,Cotton 60%,Pending,9d7b721c69e44e41aa10335a,54,Mukilan,Jhon
2025-01-03T11:51:22Z,Primium,Twill,300,20%,Confirmed,bffd56c4c1ef46fd8a48843e,231,Sowmiya,qilyze
2025-01-23T03:34:22Z,Economy,Twill,700m,20%,Confirmed,836694b6aaf14b8d837dfa8d,420,Priya,Ravi
2025-01-23T21:10:18Z,Economy,Satin,1000,Linen 100%,Confirmed,8123c65f3f5c472b8d077c1d,404,Mukilan,Alice
2025-01-19T23:03:11Z,Stand,Plain,500,Linen 100%,Confirmed,4818d9795fcc43c39783f905,231,Sowmiya,Smith
2025-01-27T03:04:06Z,Stand,Satin,300,Cotton 40%,Pending,cc68ff1b0adf41d0bdaf20f5,54,Priya,qilyze
2025-01-01T13:05:11Z,Primium,Linen,1000,Linen 100%,Pending,fecd18cbe31143d3abea018a,65,Sowmiya,qilyze
2025-01-30T08:39:54Z,Stand,Twill,450m,Polyester 80%,Cancelled,874a5194ba154fc58b010f1d,93,Mukilan,qilyze
2025-01-11T19:38:21Z,Primium,Satin,1000,Cotton 40%,Pending,193bea5151c2456da9bb4c77,171,Sowmiya,Alice
2025-01-28T04:54:20Z,Stand,Plain,700m,Linen 100%,Pending,fdb271a009d24356ac1e358b,231,Karthik,Smith
2025-01-16T00:24:12Z,Primium,Linen,700m,20%,Cancelled,b48ddc17cdb047e6ac623598,404,Priya,Jhon
2025-01-03T13:51:28Z,Economy,Plain,300,Linen 100%,Pending,f7581b82345a49a39f0fe5b1,404,Karthik,Ravi
2025-01-14T15:53:04Z,Economy,Satin,300,Polyester 80%,Pending,7b251920d6654e3b91887192,420,Sowmiya,Alice
2025-01-10T07:58:50Z,Stand,Plain,700m,20%,Confirmed,856fe726ec9b40e9a29e9805,93,Priya,Smith
2025-01-04T00:18:40Z,Stand,Satin,120m,Linen 100%,Cancelled,308a22aa4ce24254a4aaeb7a,231,Karthik,Alice
2025-01-25T23:17:15Z,Stand,Twill,1000,Linen 100%,Pending,5aa614e6a1df4664b6103b92,65,Mukilan,qilyze
2025-01-22T10:06:14Z,Stand,Linen,1000,Polyester 80%,Confirmed,0b77e3741b9045e0b8a6703f,404,Priya,Smith
2025-01-13T09:10:48Z,Economy,Plain,300,Cotton 60%,Confirmed,53c7bcb31bdc46899b8809c7,54,Sowmiya,Ravi
2025-01-15T19:21:56Z,Primium,Linen,300,20%,Cancelled,560c726e5c974e91946cc87a,171,Mukilan,Alice
2025-01-16T21:30:33Z,Primium,Linen,300,Linen 100%,Confirmed,f9acd9c082114de08ad1c51f,367,Sowmiya,Ravi
2025-01-20T23:58:32Z,Economy,Twill,120m,20%,Cancelled,f4267ea49131495db6fa6c4a,93,Mukilan,qilyze
2025-01-03T18:55:50Z,Stand,Linen,450m,Linen 100%,Pending,b68998ce33be4c7db65d7dc8,54,Karthik,Smith
2025-01-27T02:21:09Z,Primium,Satin,450m,Polyester 80%,Cancelled,6a716743f85b4794bf17f02c,54,Karthik,Alice
2025-01-02T18:04:56Z,Economy,Twill,1000,Linen 100%,Cancelled,0011cd426b4f48e29f120e79,171,Karthik,Smith
